,0,15,30,45,60,75,89.999,105,120,135,150,165,180
0.001,0.196565,0.196275,0.19702,0.197825,0.197395,0.19588,0.197315,0.196035,0.195965,0.196995,0.19709,0.197435,0.19739
15,0.260145,0.25835,0.24966,0.24035,0.22973,0.211705,0.19614,0.181295,0.16744,0.15673,0.148365,0.142825,0.14111
30,0.327155,0.323095,0.30972,0.288525,0.261125,0.22912,0.196155,0.166435,0.13885,0.138475,0.1384,0.139295,0.1414
45,0.366105,0.36207,0.355975,0.34426,0.329775,0.250965,0.196415,0.151215,0.137325,0.138975,0.143065,0.146975,0.147945
60,0.37194,0.369865,0.35895,0.346645,0.325825,0.303695,0.20663,0.135785,0.13484,0.14139,0.14707,0.152205,0.151475
75,0.32212,0.319055,0.308085,0.295535,0.27521,0.252575,0.226495,0.1233,0.11488,0.122345,0.12905,0.13073,0.13247
90,0,0,0,0,0,0,0,0,0,0,0,0,0
