0,0,301
0.0005,0.001981,302
0.00141,0.001687,302
0.00262,0.003138,303
0.00472,0.005271,303
0.00763,0.006356,304
0.01067,0.005821,304
0.01418,0.008195,305
0.0191,0.0115,305
0.02511,0.01254,306
0.03121,0.01188,306
0.03777,0.01433,307
0.04633,0.01993,307
0.05755,0.02494,308
0.07029,0.02601,308
0.08423,0.02976,309
0.0992,0.03011,309
0.11483,0.03242,310
0.13084,0.03163,310
0.15135,0.05041,311
0.1794,0.06178,311
0.20957,0.05889,312
0.23834,0.05622,312
0.26898,0.06632,313
0.30322,0.07066,313
0.33819,0.06921,314
0.37636,0.08346,314
0.41492,0.0708,315
0.45564,0.09205,315
0.49819,0.07816,316
0.5342,0.0659,316
0.57363,0.09181,317
0.62496,0.1135,317
0.68296,0.1185,318
0.7352,0.09045,318
0.78488,0.1083,319
0.84346,0.126,319
0.90116,0.1048,320
0.95901,0.1266,320
1.02886,0.1528,321
1.10006,0.132,321
1.16448,0.1257,322
1.23021,0.1372,322
1.29418,0.1187,323
1.35276,0.1156,323
1.41708,0.1417,324
1.49358,0.1643,324
1.57648,0.1673,325
1.65393,0.1425,325
1.73453,0.1799,326
1.83508,0.2223,326
1.94563,0.2199,327
2.05533,0.2189,327
2.16291,0.2114,328
2.26316,0.1896,328
2.35951,0.1958,329
2.46626,0.2312,329
2.58918,0.2605,330
2.71988,0.2623,330
2.83811,0.2106,331
2.94431,0.2142,331
3.05178,0.2157,332
3.16331,0.2304,332
3.27748,0.2263,333
3.39033,0.2251,333
3.49758,0.2039,334
3.60061,0.2082,334
3.71213,0.2379,335
3.82708,0.2219,335
3.94898,0.2657,336
4.06121,0.1832,336
4.15896,0.2078,337
4.25346,0.1702,337
4.34876,0.211,338
4.45256,0.2042,338
4.56366,0.2402,339
4.68253,0.2353,339
4.79798,0.2265,340
4.91946,0.2594,340
5.04251,0.2328,341
5.15836,0.2306,341
5.26818,0.2087,342
5.38228,0.2477,342
5.50181,0.2304,343
5.62288,0.2539,343
5.74616,0.2392,344
5.84933,0.1735,344
5.93746,0.179,345
6.04041,0.2328,345
6.15753,0.2357,346
6.26621,0.199,346
6.37198,0.2241,347
6.48818,0.2407,347
6.59691,0.1942,348
6.70028,0.2193,348
6.80953,0.2177,349
6.91421,0.201,349
7.01403,0.1983,350
7.12466,0.2442,350
7.24983,0.2565,351
7.37113,0.2287,351
